"Sample","Sex","ID","MortYear","GMU","Location","Region"
"CluIDFG21G_0001","M","C113914",2018,"1","1","panhandle"
"CluIDFG21G_0002","M","C113915",2018,"1","1","panhandle"
"CluIDFG21G_0003","M","C113916",2018,"1","1","panhandle"
"CluIDFG21G_0004","M","C113917",2018,"1","1","panhandle"
"CluIDFG21G_0005","M","C113918",2018,"1","1","panhandle"
"CluIDFG21G_0006","F","C113919",2018,"1","1","panhandle"
"CluIDFG21G_0007","F","C113920",2018,"1","1","panhandle"
"CluIDFG21G_0008","M","C113940",2017,"1","1","panhandle"
"CluIDFG21G_0009","F","C113942",2017,"1","1","panhandle"
"CluIDFG21G_0010","M","C113943",2017,"1","1","panhandle"
"CluIDFG21G_0011","F","C113944",2017,"1","1","panhandle"
"CluIDFG21G_0012","F","C113945",2017,"1","1","panhandle"
"CluIDFG21G_0013","F","C113946",2017,"1","1","panhandle"
"CluIDFG21G_0014","F","C113947",2017,"1","1","panhandle"
"CluIDFG21G_0015","F","C113949",2017,"1","1","panhandle"
"CluIDFG21G_0016","M","C113950",2018,"1","1","panhandle"
"CluIDFG21G_0017","F","C115042",2017,"4","4","panhandle"
"CluIDFG21G_0018","M","C115044",2017,"4","4","panhandle"
"CluIDFG21G_0019","M","C115045",2017,"4","4","panhandle"
"CluIDFG21G_0020","F","C115048",2017,"6","6","panhandle"
"CluIDFG21G_0021","F","C116276",2017,"1","1","panhandle"
"CluIDFG21G_0022","M","C116278",2017,"4","4","panhandle"
"CluIDFG21G_0023","F","C116280",2017,"4","4","panhandle"
"CluIDFG21G_0024","F","C116281",2017,"4","4","panhandle"
"CluIDFG21G_0025","F","C116282",2017,"4","4","panhandle"
"CluIDFG21G_0026","M","C116284",2017,"4","4","panhandle"
"CluIDFG21G_0027","F","C116285",2017,"4","4","panhandle"
"CluIDFG21G_0028","F","C116286",2017,"4","4","panhandle"
"CluIDFG21G_0029","F","C116287",2017,"4","4","panhandle"
"CluIDFG21G_0030","M","C116288",2017,"4","4","panhandle"
"CluIDFG21G_0031","F","C116289",2018,"1","1","panhandle"
"CluIDFG21G_0032","M","C116357",2018,"1","1","panhandle"
"CluIDFG21G_0033","M","C117537",2017,"18","18","clearwater"
"CluIDFG21G_0034","M","C117538",2017,"23","23","southwest"
"CluIDFG21G_0035","F","C117539",2017,"15","15","clearwater"
"CluIDFG21G_0036","M","C117540",2017,"15","15","clearwater"
"CluIDFG21G_0037","M","C117541",2018,"18","18","clearwater"
"CluIDFG21G_0038","F","C117559",2017,"10A","10A",NA
"CluIDFG21G_0039","M","C117562",2017,"10A","10A",NA
"CluIDFG21G_0040","M","C117565",2017,"8A","8A",NA
"CluIDFG21G_0041","F","C117566",2017,"8A","8A",NA
"CluIDFG21G_0042","M","C117567",2018,"10A","10A",NA
"CluIDFG21G_0043","M","C117687",2017,"50","50","upper_snake"
"CluIDFG21G_0044","F","C117804",2017,"44","44","magic_valley"
"CluIDFG21G_0045","F","C117805",2018,"44","44","magic_valley"
"CluIDFG21G_0046","M","C117806",2018,"44","44","magic_valley"
"CluIDFG21G_0047","F","C117807",2018,"44","44","magic_valley"
"CluIDFG21G_0048","M","C117809",2018,"44","44","magic_valley"
"CluIDFG21G_0049","M","C117810",2018,"45","45","magic_valley"
"CluIDFG21G_0050","F","C117827",2017,"32A","32A",NA
"CluIDFG21G_0051","F","C117833",2017,"33","33","southwest"
"CluIDFG21G_0052","M","C117835",2017,"33","33","southwest"
"CluIDFG21G_0053","F","C117844",2018,"39","39","southwest"
"CluIDFG21G_0054","F","C117846",2018,"29","29","salmon"
"CluIDFG21G_0055","F","C117847",2018,"24","24","southwest"
"CluIDFG21G_0056","F","C117872",2017,"37","37","salmon"
"CluIDFG21G_0057","M","C117874",2017,"37","37","salmon"
"CluIDFG21G_0058","M","C118380",2018,"48","48","magic_valley"
"CluIDFG21G_0059","F","C118381",2018,"48","48","magic_valley"
"CluIDFG21G_0060","M","C118431",2017,"43","43","magic_valley"
"CluIDFG21G_0061","F","C119210",2017,"14","14","clearwater"
"CluIDFG21G_0062","F","C119354",2017,"36B","36B",NA
"CluIDFG21G_0063","M","C119355",2017,"36B","36B",NA
"CluIDFG21G_0064","F","C119358",2017,"27","27","salmon"
"CluIDFG21G_0065","F","C119788",2017,"14","14","clearwater"
"CluIDFG21G_0066","F","C119917",2018,"35","35","southwest"
"CluIDFG21G_0067","M","C120481",2017,"65","65","upper_snake"
"CluIDFG21G_0068","M","C120483",2018,"62","62","upper_snake"
"CluIDFG21G_0069","F","C120484",2018,"62","62","upper_snake"
"CluIDFG21G_0070","M","C120485",2018,"62","62","upper_snake"
"CluIDFG21G_0071","M","C120520",2017,"62","62","upper_snake"
"CluIDFG21G_0073","M","C122354",2018,"36B","36B",NA
"CluIDFG21G_0074","M","C122503",2018,"49","49","magic_valley"
"CluIDFG21G_0075","F","C122654",2017,"44","44","magic_valley"
"CluIDFG21G_0076","M","C122673",2017,"50","50","upper_snake"
"CluIDFG21G_0077","F","C123137",2017,"27","27","salmon"
"CluIDFG21G_0078","M","C123140",2018,"36A","36A",NA
"CluIDFG21G_0079","F","C123142",2018,"36B","36B",NA
"CluIDFG21G_0080","M","C123143",2018,"27","27","salmon"
"CluIDFG21G_0081","M","C123494",2017,"14","14","clearwater"
"CluIDFG21G_0082","M","C123495",2017,"14","14","clearwater"
"CluIDFG21G_0083","F","C123496",2017,"15","15","clearwater"
"CluIDFG21G_0084","M","C123497",2017,"14","14","clearwater"
"CluIDFG21G_0085","M","C123500",2018,"14","14","clearwater"
"CluIDFG21G_0086","F","C123787",2017,"10","10","clearwater"
"CluIDFG21G_0087","M","C124030",2018,"10A","10A",NA
"CluIDFG21G_0088","F","C124403",2017,"43","43","magic_valley"
"CluIDFG21G_0089","F","C123750",2018,"26","26","southwest"
"CluIDFG21G_0090","M","C123783",2017,"36B","36B",NA
"CluIDFG21G_0091","F","C124406",2017,"34","34","southwest"
"CluIDFG21G_0092","F","C124411",2017,"39","39","southwest"
"CluIDFG21G_0093","F","C124412",2017,"39","39","southwest"
"CluIDFG21G_0094","M","C124415",2018,"39","39","southwest"
"CluIDFG21G_0095","M","C124420",2018,"35","35","southwest"
"CluIDFG21G_0096","M","C134010",2019,"65","65","upper_snake"
"CluIDFG21G_0097","M","C073526",2019,"59","59","upper_snake"
"CluIDFG21G_0098","M","C139691",2019,"23","23","southwest"
"CluIDFG21G_0099","M","C135348",2019,"51","51","upper_snake"
"CluIDFG21G_0100","M","C143632",2020,"24","24","southwest"
"CluIDFG21G_0101","M","C133113",2019,"23","23","southwest"
"CluIDFG21G_0102","M","C143633",2020,"32A","32A",NA
"CluIDFG21G_0103","F","C138114",2019,"6","6","panhandle"
"CluIDFG21G_0104","F","C131313",2019,"10","10","clearwater"
"CluIDFG21G_0105","F","C137760",2020,"33","33","southwest"
"CluIDFG21G_0106","U","C139685",2019,"33","33","southwest"
"CluIDFG21G_0107","M","C142804",2019,"6","6","panhandle"
"CluIDFG21G_0108","F","C142803",2019,"6","6","panhandle"
"CluIDFG21G_0109","M","C125106",2018,"24","24","southwest"
"CluIDFG21G_0110","F","C107369",2018,"34","34","southwest"
"CluIDFG21G_0111","F","C130354",2019,"44","44","magic_valley"
"CluIDFG21G_0112","F","C130355",2019,"44","44","magic_valley"
"CluIDFG21G_0113","M","C127281",2018,"29","29","salmon"
"CluIDFG21G_0114","F","C112804",2018,"4","4","panhandle"
"CluIDFG21G_0115","M","C137488",2019,"4","4","panhandle"
"CluIDFG21G_0116","F","C136326",2018,"17","17","clearwater"
"CluIDFG21G_0117","F","C125110",2018,"24","24","southwest"
"CluIDFG21G_0118","F","C022524",2019,"50","50","upper_snake"
"CluIDFG21G_0119","F","C125123",2019,"39","39","southwest"
"CluIDFG21G_0120","F","C136068",2018,"10A","10A",NA
"CluIDFG21G_0121","F","C103375",2019,"50","50","upper_snake"
"CluIDFG21G_0122","F","C133305",2018,"6","6","panhandle"
"CluIDFG21G_0123","M","C133310",2018,"6","6","panhandle"
"CluIDFG21G_0124","M","C022525",2019,"50","50","upper_snake"
"CluIDFG21G_0125","M","C127208",2018,"27","27","salmon"
"CluIDFG21G_0126","F","C127348",2018,"36B","36B",NA
"CluIDFG21G_0127","F","C138618",2019,"17","17","clearwater"
"CluIDFG21G_0128","M","C139173",2019,"39","39","southwest"
"CluIDFG21G_0129","M","C117778",2018,"50","50","upper_snake"
"CluIDFG21G_0130","F","C133312",2018,"6","6","panhandle"
"CluIDFG21G_0131","F","C133315",2018,"7","7","panhandle"
"CluIDFG21G_0132","M","C139200",2019,"27","27","salmon"
"CluIDFG21G_0133","F","C137654",2018,"27","27","salmon"
"CluIDFG21G_0134","M","C122683",2019,"35","35","southwest"
"CluIDFG21G_0135","F","C073681",2019,"39","39","southwest"
"CluIDFG21G_0136","F","C139676",2019,"22","22","southwest"
"CluIDFG21G_0137","M","C073510",2019,"64","64","upper_snake"
"CluIDFG21G_0138","M","C073506",2019,"64","64","upper_snake"
"CluIDFG21G_0139","F","C133935",2019,"62","62","upper_snake"
"CluIDFG21G_0140","F","C117812",2019,"45","45","magic_valley"
"CluIDFG21G_0141","M","C073508",2019,"64","64","upper_snake"
"CluIDFG21G_0142","F","C127309",2018,"17","17","clearwater"
"CluIDFG21G_0143","F","C127341",2018,"17","17","clearwater"
"CluIDFG21G_0144","F","C127344",2018,"36B","36B",NA
"CluIDFG21G_0145","F","C127346",2018,"28","28","salmon"
"CluIDFG21G_0146","F","C127405",2018,"50","50","upper_snake"
"CluIDFG21G_0147","F","C128631",2018,"10","10","clearwater"
"CluIDFG21G_0148","F","C128633",2018,"10A","10A",NA
"CluIDFG21G_0149","F","C128634",2018,"10A","10A",NA
"CluIDFG21G_0150","F","C128635",2018,"10A","10A",NA
"CluIDFG21G_0151","F","C129411",2018,"61","61","upper_snake"
"CluIDFG21G_0152","M","C115491",2018,"36","36","salmon"
"CluIDFG21G_0153","F","C115492",2018,"36","36","salmon"
"CluIDFG21G_0154","M","C115493",2018,"36","36","salmon"
"CluIDFG21G_0155","M","C115495",2018,"49","49","magic_valley"
"CluIDFG21G_0156","M","C115496",2018,"44","44","magic_valley"
"CluIDFG21G_0157","F","C115497",2018,"44","44","magic_valley"
"CluIDFG21G_0158","F","C115498",2018,"44","44","magic_valley"
"CluIDFG21G_0159","M","C117545",2018,"18","18","clearwater"
"CluIDFG21G_0160","F","C116167",2018,"20A","20A",NA
"CluIDFG21G_0161","M","C116173",2018,"39","39","southwest"
"CluIDFG21G_0162","F","C116174",2018,"25","25","southwest"
"CluIDFG21G_0163","F","C116362",2018,"1","1","panhandle"
"CluIDFG21G_0164","F","C116363",2018,"1","1","panhandle"
"CluIDFG21G_0165","M","C116364",2018,"1","1","panhandle"
"CluIDFG21G_0166","M","C117544",2018,"18","18","clearwater"
"CluIDFG21G_0167","Male","C116163",2018,"32A","32A",NA
"CluIDFG21G_0168","M","C117546",2018,"10A","10A",NA
"CluIDFG21G_0169","F","C117547",2018,"18","18","clearwater"
"CluIDFG21G_0170","F","C117548",2018,"10A","10A",NA
"CluIDFG21G_0171","M","C117779",2018,"28","28","salmon"
"CluIDFG21G_0172","F","C136614",2018,"15","15","clearwater"
"CluIDFG21G_0173","F","C136618",2018,"10A","10A",NA
"CluIDFG21G_0174","F","C136624",2019,"15","15","clearwater"
"CluIDFG21G_0175","M","C136625",2019,"8A","8A",NA
"CluIDFG21G_0176","M","C110721",2018,"12","12","clearwater"
"CluIDFG21G_0177","F","C108665",2018,"22","22","southwest"
"CluIDFG21G_0178","F","C101996",2018,"26","26","southwest"
"CluIDFG21G_0179","M","C101997",2018,"24","24","southwest"
"CluIDFG21G_0180","F","C081679",2018,"29","29","salmon"
"CluIDFG21G_0181","F","C081678",2018,"29","29","salmon"
"CluIDFG21G_0182","M","C081677",2018,"29","29","salmon"
"CluIDFG21G_0183","M","C081653",2018,"28","28","salmon"
"CluIDFG21G_0184","F","C117847",2018,"24","24","southwest"
"CluIDFG21G_0185","F","C117846",2018,"29","29","salmon"
"CluIDFG21G_0186","M","C117809",2018,"44","44","magic_valley"
"CluIDFG21G_0187","M","C117810",2018,"45","45","magic_valley"
"CluIDFG21G_0188","F","C117807",2018,"44","44","magic_valley"
"CluIDFG21G_0189","M","C117806",2018,"44","44","magic_valley"
"CluIDFG21G_0190","F","C117805",2018,"44","44","magic_valley"
"CluIDFG21G_0191","M","C117567",2018,"10A","10A",NA
"CluIDFG21G_0192","F","C133750",2018,"4","4","panhandle"
"CluIDFG21G_0193","F","C134555",2018,"65","65","upper_snake"
"CluIDFG21G_0194","F","C134556",2018,"65","65","upper_snake"
"CluIDFG21G_0195","M","C135848",2018,"20A","20A",NA
"CluIDFG21G_0196","F","C135870",2018,"20A","20A",NA
"CluIDFG21G_0197","M","C135980",2018,"12","12","clearwater"
"CluIDFG21G_0198","F","C117543",2018,"18","18","clearwater"
"CluIDFG21G_0199","F","C124699",2018,"7","7","panhandle"
"CluIDFG21G_0200","M","C125103",2018,"24","24","southwest"
"CluIDFG21G_0201","F","C125107",2018,"39","39","southwest"
"CluIDFG21G_0202","U","C127219",2018,"17","17","clearwater"
"CluIDFG21G_0203","F","C127427",2018,"36A","36A",NA
"CluIDFG21G_0204","M","C127377",2019,"36A","36A",NA
"CluIDFG21G_0205","M","C127376",2018,"28","28","salmon"
"CluIDFG21G_0206","M","C127112",2018,"21","21","salmon"
"CluIDFG21G_0207","M","C124469",2019,"27","27","salmon"
"CluIDFG21G_0208","F","C123800",2019,"8A","8A",NA
"CluIDFG21G_0209","M","C122683",2019,"35","35","southwest"
"CluIDFG21G_0210","F","C120265",2018,"67","67","upper_snake"
"CluIDFG21G_0211","F","C119211",2019,"15","15","clearwater"
"CluIDFG21G_0212","M","C118346",2018,"52A","52A",NA
"CluIDFG21G_0213","F","C116366",2018,"1","1","panhandle"
"CluIDFG21G_0214","F","C116367",2019,"1","1","panhandle"
"CluIDFG21G_0215","M","C116365",2018,"1","1","panhandle"
"CluIDFG21G_0216","F","C116295",2018,"1","1","panhandle"
"CluIDFG21G_0217","F","C116294",2018,"1","1","panhandle"
"CluIDFG21G_0218","M","C102446",2018,"6","6","panhandle"
"CluIDFG21G_0219","F","C137692",2019,"39","39","southwest"
"CluIDFG21G_0220","M","C102442",2018,"4","4","panhandle"
"CluIDFG21G_0221","F","C102441",2018,"4","4","panhandle"
"CluIDFG21G_0222","M","C101508",2018,"22","22","southwest"
"CluIDFG21G_0223","M","C101507",2018,"19A","19A",NA
"CluIDFG21G_0224","F","C101506",2018,"23","23","southwest"
"CluIDFG21G_0225","M","C101504",2018,"15","15","clearwater"
"CluIDFG21G_0226","M","C101503",2018,"23","23","southwest"
"CluIDFG21G_0227","M","C127437",2019,"28","28","salmon"
"CluIDFG21G_0228","M","C127439",2019,"36A","36A",NA
"CluIDFG21G_0229","F","C127441",2019,"36A","36A",NA
"CluIDFG21G_0230","F","C131302",2018,"10","10","clearwater"
"CluIDFG21G_0231","M","C131303",2018,"12","12","clearwater"
"CluIDFG21G_0232","M","C131304",2018,"12","12","clearwater"
"CluIDFG21G_0233","F","C131306",2019,"12","12","clearwater"
"CluIDFG21G_0234","F","C131307",2019,"12","12","clearwater"
"CluIDFG21G_0235","M","C131308",2019,"12","12","clearwater"
"CluIDFG21G_0236","F","C131684",2018,"14","14","clearwater"
"CluIDFG21G_0237","M","C132182",2018,"25","25","southwest"
"CluIDFG21G_0238","F","C136806",2019,"10A","10A",NA
"CluIDFG21G_0239","F","C136953",2018,"1","1","panhandle"
"CluIDFG21G_0240","M","C137481",2018,"1","1","panhandle"
"CluIDFG21G_0241","M","C137501",2018,"1","1","panhandle"
"CluIDFG21G_0242","F","C137502",2018,"1","1","panhandle"
"CluIDFG21G_0243","F","C137503",2018,"1","1","panhandle"
"CluIDFG21G_0244","M","C137504",2018,"1","1","panhandle"
"CluIDFG21G_0245","M","C137505",2018,"4","4","panhandle"
"CluIDFG21G_0246","M","C137641",2018,"39","39","southwest"
"CluIDFG21G_0247","M","C137643",2018,"33","33","southwest"
"CluIDFG21G_0248","M","C137645",2018,"20A","20A",NA
"CluIDFG21G_0249","M","C137689",2019,"35","35","southwest"
"CluIDFG21G_0250","F","C127443",2019,"36A","36A",NA
"CluIDFG21G_0251","F","C127449",2019,"21","21","salmon"
"CluIDFG21G_0252","F","C127450",2019,"36A","36A",NA
"CluIDFG21G_0253","F","C127480",2019,"20","20","clearwater"
"CluIDFG21G_0254","M","C131309",2019,"16","16","clearwater"
"CluIDFG21G_0255","F","C131311",2019,"10A","10A",NA
"CluIDFG21G_0256","M","C131312",2019,"10A","10A",NA
"CluIDFG21G_0257","M","C127421",2018,"28","28","salmon"
"CluIDFG21G_0258","F","C115109",2018,"1","1","panhandle"
"CluIDFG21G_0259","F","C116290",2018,"4","4","panhandle"
"CluIDFG21G_0260","M","C127440",2019,"29","29","salmon"
"CluIDFG21G_0261","F","C116293",2018,"4","4","panhandle"
"CluIDFG21G_0262","M","C117550",2018,"13","13","clearwater"
"CluIDFG21G_0263","F","C117569",2018,"8A","8A",NA
"CluIDFG21G_0264","F","C117570",2018,"8A","8A",NA
"CluIDFG21G_0265","F","C119212",2019,"15","15","clearwater"
"CluIDFG21G_0266","F","C119213",2019,"20A","20A",NA
"CluIDFG21G_0267","M","C103985",2019,"64","64","upper_snake"
"CluIDFG21G_0268","M","C102437",2018,"1","1","panhandle"
"CluIDFG21G_0269","M","C112828",2018,"7","7","panhandle"
"CluIDFG21G_0270","M","C112829",2018,"6","6","panhandle"
"CluIDFG21G_0271","M","C119336",2019,"36","36","salmon"
"CluIDFG21G_0272","F","C120205",2018,"62","62","upper_snake"
"CluIDFG21G_0273","F","C122028",2019,"28","28","salmon"
"CluIDFG21G_0274","F","C122363",2018,"48","48","magic_valley"
"CluIDFG21G_0275","F","C123750",2018,"26","26","southwest"
"CluIDFG21G_0276","M","C126490",2018,"6","6","panhandle"
"CluIDFG21G_0277","F","C126497",2018,"4","4","panhandle"
"CluIDFG21G_0278","F","C127153",2019,"36A","36A",NA
"CluIDFG21G_0279","M","C102435",2018,"4","4","panhandle"
"CluIDFG21G_0280","M","C102436",2018,"4","4","panhandle"
"CluIDFG21G_0281","F","C113298",2018,"20","20","clearwater"
"CluIDFG21G_0282","M","C113299",2018,"20","20","clearwater"
"CluIDFG21G_0283","F","C113300",2018,"20","20","clearwater"
"CluIDFG21G_0284","Male","C137406",2018,"4","4","panhandle"
"CluIDFG21G_0285","F","C113923",2018,"1","1","panhandle"
"CluIDFG21G_0286","M","C113924",2018,"1","1","panhandle"
"CluIDFG21G_0287","M","C115105",2018,"1","1","panhandle"
"CluIDFG21G_0288","M","C131685",2019,"14","14","clearwater"
"CluIDFG21G_0289","M","C131686",2019,"15","15","clearwater"
"CluIDFG21G_0290","M","C133302",2018,"6","6","panhandle"
"CluIDFG21G_0291","F","C133101",2018,"13","13","clearwater"
"CluIDFG21G_0292","F","C133102",2018,"13","13","clearwater"
"CluIDFG21G_0293","M","C133303",2018,"6","6","panhandle"
"CluIDFG21G_0294","M","C133304",2018,"1","1","panhandle"
"CluIDFG21G_0295","M","C133306",2018,"1","1","panhandle"
"CluIDFG21G_0296","M","C133307",2018,"1","1","panhandle"
"CluIDFG21G_0297","F","C133311",2018,"6","6","panhandle"
"CluIDFG21G_0298","M","C133313",2018,"6","6","panhandle"
"CluIDFG21G_0299","U","C133314",2018,"4","4","panhandle"
"CluIDFG21G_0300","F","C133350",2018,"3","3","panhandle"
"CluIDFG21G_0301","M","C133795",2018,"15","15","clearwater"
"CluIDFG21G_0302","M","C134753",2018,"58","58","upper_snake"
"CluIDFG21G_0303","F","C135610",2018,"33","33","southwest"
"CluIDFG21G_0304","M","C136576",2018,"10A","10A",NA
"CluIDFG21G_0305","F","C136577",2018,"10A","10A",NA
"CluIDFG21G_0306","F","C136579",2018,"8A","8A",NA
"CluIDFG21G_0307","M","C136923",2018,"6","6","panhandle"
"CluIDFG21G_0308","M","C137319",2018,"10","10","clearwater"
"CluIDFG21G_0309","M","C137326",2018,"19","19","clearwater"
"CluIDFG21G_0310","F","C137328",2018,"7","7","panhandle"
"CluIDFG21G_0311","M","C137329",2018,"7","7","panhandle"
"CluIDFG21G_0312","M","C137334",2018,"6","6","panhandle"
"CluIDFG21G_0313","F","C137335",2018,"7","7","panhandle"
"CluIDFG21G_0314","F","C137342",2018,"7","7","panhandle"
"CluIDFG21G_0315","M","C137343",2018,"7","7","panhandle"
"CluIDFG21G_0316","F","C137344",2018,"7","7","panhandle"
"CluIDFG21G_0317","M","C137345",2018,"7","7","panhandle"
"CluIDFG21G_0318","M","C137403",2018,"7","7","panhandle"
"CluIDFG21G_0319","F","C137404",2018,"5","5","panhandle"
"CluIDFG21G_0320","M","C137408",2018,"12","12","clearwater"
"CluIDFG21G_0321","F","C137428",2018,"6","6","panhandle"
"CluIDFG21G_0322","M","C137429",2018,"7","7","panhandle"
"CluIDFG21G_0323","M","C137459",2018,"1","1","panhandle"
"CluIDFG21G_0324","F","C137461",2018,"4","4","panhandle"
"CluIDFG21G_0325","F","C137462",2018,"4","4","panhandle"
"CluIDFG21G_0326","M","C137463",2018,"4","4","panhandle"
"CluIDFG21G_0327","M","C137477",2018,"1","1","panhandle"
"CluIDFG21G_0328","F","C137480",2018,"4A","4A",NA
"CluIDFG21G_0329","F","C137655",2018,"39","39","southwest"
"CluIDFG21G_0330","F","C127420",2018,"17","17","clearwater"
"CluIDFG21G_0331","M","C136570",2018,"23","23","southwest"
"CluIDFG21G_0332","F","C137604",2018,"39","39","southwest"
"CluIDFG21G_0333","M","C136601",2018,"5","5","panhandle"
"CluIDFG21G_0334","M","C137513",2019,"6","6","panhandle"
"CluIDFG21G_0335","M","C137512",2019,"4","4","panhandle"
"CluIDFG21G_0336","M","C137511",2019,"4","4","panhandle"
"CluIDFG21G_0337","M","C137510",2019,"4","4","panhandle"
"CluIDFG21G_0338","M","C137508",2019,"4A","4A",NA
"CluIDFG21G_0339","F","C137507",2019,"4","4","panhandle"
"CluIDFG21G_0340","F","C137506",2019,"4","4","panhandle"
"CluIDFG21G_0341","M","C137500",2019,"6","6","panhandle"
"CluIDFG21G_0342","M","C137499",2019,"2","2","panhandle"
"CluIDFG21G_0343","F","C111225",2018,"12","12","clearwater"
"CluIDFG21G_0344","F","C111224",2018,"12","12","clearwater"
"CluIDFG21G_0345","M","C111223",2018,"12","12","clearwater"
"CluIDFG21G_0346","F","C111222",2018,"12","12","clearwater"
"CluIDFG21G_0347","F","C111221",2018,"12","12","clearwater"
"CluIDFG21G_0348","M","C111220",2018,"16","16","clearwater"
"CluIDFG21G_0349","M","C111219",2018,"12","12","clearwater"
"CluIDFG21G_0350","F","C111216",2018,"15","15","clearwater"
"CluIDFG21G_0351","F","C108900",2018,"22","22","southwest"
"CluIDFG21G_0352","F","C136433",2018,"10","10","clearwater"
"CluIDFG21G_0353","M","C136931",2019,"6","6","panhandle"
"CluIDFG21G_0354","F","C136934",2019,"4","4","panhandle"
"CluIDFG21G_0355","M","C136956",2019,"1","1","panhandle"
"CluIDFG21G_0356","F","C137487",2019,"4A","4A",NA
"CluIDFG21G_0357","M","C137490",2019,"7","7","panhandle"
"CluIDFG21G_0358","F","C137491",2019,"4A","4A",NA
"CluIDFG21G_0359","F","C137493",2019,"4","4","panhandle"
"CluIDFG21G_0360","M","C137494",2019,"1","1","panhandle"
"CluIDFG21G_0361","M","C137495",2019,"4","4","panhandle"
"CluIDFG21G_0362","F","C137496",2019,"4","4","panhandle"
"CluIDFG21G_0363","F","C137498",2019,"4","4","panhandle"
"CluIDFG21G_0364","M","C113921",2018,"1","1","panhandle"
"CluIDFG21G_0365","F","C136329",2018,"15","15","clearwater"
"CluIDFG21G_0366","F","C136955",2018,"1","1","panhandle"
"CluIDFG21G_0367","M","C116296",2018,"1","1","panhandle"
"CluIDFG21G_0368","F","C115107",2018,"1","1","panhandle"
"CluIDFG21G_0369","M","C139151",2019,"43","43","magic_valley"
"CluIDFG21G_0370","M","C139130",2019,"35","35","southwest"
"CluIDFG21G_0371","F","C137980",2019,"1","1","panhandle"
"CluIDFG21G_0372","M","C137979",2019,"1","1","panhandle"
"CluIDFG21G_0373","M","C137978",2019,"1","1","panhandle"
"CluIDFG21G_0374","M","C137977",2019,"1","1","panhandle"
"CluIDFG21G_0375","F","C137976",2019,"1","1","panhandle"
"CluIDFG21G_0376","M","C137673",2019,"22","22","southwest"
"CluIDFG21G_0377","F","C137522",2019,"4A","4A",NA
"CluIDFG21G_0378","M","C137521",2019,"7","7","panhandle"
"CluIDFG21G_0379","F","C137520",2019,"5","5","panhandle"
"CluIDFG21G_0380","F","C137519",2019,"4A","4A",NA
"CluIDFG21G_0381","F","C137514",2019,"6","6","panhandle"
"CluIDFG21G_0382","M","C136930",2019,"3","3","panhandle"
"CluIDFG21G_0383","M","C136927",2019,"6","6","panhandle"
"CluIDFG21G_0384","M","C135500",2019,"1","1","panhandle"
"CluIDFG21G_0385","M","C129764",2019,"50","50","upper_snake"
"CluIDFG21G_0386","F","C108897",2018,"27","27","salmon"
"CluIDFG21G_0387","F","C125485",2019,"20","20","clearwater"
"CluIDFG21G_0388","F","C124651",2019,"1","1","panhandle"
"CluIDFG21G_0389","F","C116368",2019,"1","1","panhandle"
"CluIDFG21G_0390","M","C116300",2019,"4A","4A",NA
"CluIDFG21G_0391","M","C116299",2019,"1","1","panhandle"
"CluIDFG21G_0392","M","C116298",2019,"1","1","panhandle"
"CluIDFG21G_0393","M","C116297",2019,"4A","4A",NA
"CluIDFG21G_0394","M","C115112",2019,"1","1","panhandle"
"CluIDFG21G_0395","M","C106224",2019,"22","22","southwest"
"CluIDFG21G_0396","M","C104211",2019,"50","50","upper_snake"
"CluIDFG21G_0397","M","C103799",2019,"60","60","upper_snake"
"CluIDFG21G_0398","M","C103798",2019,"60","60","upper_snake"
"CluIDFG21G_0399","M","C136568",2018,"10A","10A",NA
"CluIDFG21G_0400","F","C136567",2018,"15","15","clearwater"
"CluIDFG21G_0401","M","C136565",2018,"10A","10A",NA
"CluIDFG21G_0402","M","C136558",2018,"10A","10A",NA
"CluIDFG21G_0403","M","C136523",2018,"10A","10A",NA
"CluIDFG21G_0404","F","C136522",2018,"10A","10A",NA
"CluIDFG21G_0405","M","C136513",2018,"8A","8A",NA
"CluIDFG21G_0406","M","C136511",2018,"10A","10A",NA
"CluIDFG21G_0407","M","C136569",2018,"16","16","clearwater"
"CluIDFG21G_0408","M","C107365",2018,"25","25","southwest"
"CluIDFG21G_0409","M","C107361",2018,"14","14","clearwater"
"CluIDFG21G_0410","M","C107320",2018,"20A","20A",NA
"CluIDFG21G_0411","F","C107304",2018,"23","23","southwest"
"CluIDFG21G_0412","F","C105145",2018,"15","15","clearwater"
"CluIDFG21G_0413","M","C105144",2018,"15","15","clearwater"
"CluIDFG21G_0414","F","C105141",2018,"15","15","clearwater"
"CluIDFG21G_0415","F","C101501",2018,"23","23","southwest"
"CluIDFG21G_0416","F","C073505",2018,"64","64","upper_snake"
"CluIDFG21G_0417","M","C073504",2018,"64","64","upper_snake"
"CluIDFG21G_0418","F","C136602",2018,"10","10","clearwater"
"CluIDFG21G_0419","F","C131779",2018,"14","14","clearwater"
"CluIDFG21G_0420","F","C131777",2018,"17","17","clearwater"
"CluIDFG21G_0421","F","C131427",2018,"12","12","clearwater"
"CluIDFG21G_0422","M","C130282",2018,"44","44","magic_valley"
"CluIDFG21G_0423","F","C130256",2018,"39","39","southwest"
"CluIDFG21G_0424","M","C130251",2018,"43","43","magic_valley"
"CluIDFG21G_0425","F","C129276",2018,"17","17","clearwater"
"CluIDFG21G_0426","F","C128637",2018,"10A","10A",NA
"CluIDFG21G_0427","F","C128636",2018,"10A","10A",NA
